VehicleDesc,VehicleType,VehicleModel,ModelYear,color,DateStolen,Location
MARKX,Saloon,Toyota,2009,Black,2022-03-30,Bay of Plenty
MARKX,Saloon,Toyota,2006,Silver,2022-03-01,Bay of Plenty
MARKX,Saloon,Toyota,2005,Silver,2021-12-17,Canterbury
MARKX,Saloon,Toyota,2007,Silver,2021-12-14,Counties_Manukau
MARKX,Saloon,Toyota,2008,Silver,2021-11-24,Counties_Manukau
MARKX,Saloon,Toyota,2005,White,2022-03-27,Counties_Manukau
MARKX,Saloon,Toyota,2004,White,2022-03-05,Counties_Manukau
MARKX,Saloon,Toyota,2007,Black,2022-02-03,Auckland City
MARKX,Saloon,Toyota,2006,White,2021-11-29,Bay of Plenty
MARKX,Saloon,Toyota,2008,Silver,2021-10-08,Auckland City
MARKX,Saloon,Toyota,2005,White,2021-10-28,Counties_Manukau
MARKX,Saloon,Toyota,2006,Black,2021-12-20,Auckland City
MARKX,Saloon,Toyota,2008,Black,2021-11-15,Waitemata
MARKX,Saloon,Toyota,2005,Silver,2022-03-09,Waitemata
MARKX,Saloon,Toyota,2005,Silver,2021-12-15,Waitemata
MARKX,Saloon,Toyota,2004,Silver,2022-04-04,Auckland City
MARKX,Saloon,Toyota,2005,Silver,2021-11-30,Counties_Manukau
MARKX,Saloon,Toyota,2006,White,2022-02-22,Central
MARKX,Saloon,Toyota,2005,White,2022-03-16,Waikato
MARKX,Saloon,Toyota,2006,Silver,2021-10-31,Counties_Manukau
MARKX,Saloon,Toyota,2006,Silver,2021-11-14,Counties_Manukau
MARKX,Saloon,Toyota,2006,White,2022-03-28,Wellington
MARKX,Saloon,Toyota,2006,White,2021-12-16,Northland
MARKX,Saloon,Toyota,2005,White,2022-03-16,Counties_Manukau
MARKX,Saloon,Toyota,2005,Silver,2022-02-07,Counties_Manukau
MARKX,Saloon,Toyota,2006,White,2021-10-27,Waitemata
MARKX,Saloon,Toyota,2006,Black,2022-03-30,Counties_Manukau
MARKX,Saloon,Toyota,2006,Black,2022-02-01,Counties_Manukau
MARKX,Saloon,Toyota,2006,White,2022-04-03,Waikato
MARKX,Saloon,Toyota,2006,White,2022-03-13,Waikato
MARKX,Saloon,Toyota,2005,White,2022-01-31,Waikato
MARKX,Saloon,Toyota,2006,Black,2022-02-14,Auckland City
MARKX,Saloon,Toyota,2005,White,2022-01-09,Waitemata
MARKX,Saloon,Toyota,2006,Silver,2021-11-19,Northland
MARKX,Saloon,Toyota,2009,White,2022-02-26,Waikato
MARKX,Saloon,Toyota,2006,White,2022-04-01,Eastern
MARKX,Saloon,Toyota,2005,Black,2022-01-10,Central
MARKX,Saloon,Toyota,2007,Silver,2022-02-01,Canterbury
MARKX,Saloon,Toyota,2005,White,2021-12-30,Waikato
MARKX,Saloon,Toyota,2007,White,2022-03-01,Bay of Plenty
MARKX,Saloon,Toyota,2010,White,2022-03-01,Canterbury
MARKX,Saloon,Toyota,2005,Silver,2022-04-05,Counties_Manukau
MARKX,Saloon,Toyota,2005,Silver,2022-02-13,Bay of Plenty
MICRA,Saloon,Nissan,2005,Blue,2021-11-15,Wellington
PLATZ,Saloon,Toyota,2000,Gold,2021-12-13,Waitemata
PLATZ,Saloon,Toyota,2002,White,2022-03-16,Canterbury
PRIUS,Saloon,Toyota,2011,Blue,2022-02-20,Bay of Plenty
PRIUS,Saloon,Toyota,2010,Silver,2021-10-20,Counties_Manukau
PRIUS,Saloon,Toyota,2010,White,2021-10-22,Counties_Manukau
PRIUS,Saloon,Toyota,2010,White,2022-03-27,Counties_Manukau
PRIUS,Saloon,Toyota,2008,White,2021-12-25,Counties_Manukau
REVUE,Saloon,Mazda,1991,Blue,2022-03-02,Canterbury
SUNNY,Saloon,Nissan,1996,Silver,2022-03-09,Counties_Manukau
SUNNY,Saloon,Nissan,1996,Blue,2022-01-18,Canterbury
SUNNY,Saloon,Nissan,1994,Blue,2022-04-01,Wellington
SUNNY,Saloon,Nissan,1995,White,2021-12-15,Eastern
SUNNY,Saloon,Nissan,1999,Silver,2022-03-03,Auckland City
SUNNY,Saloon,Nissan,2002,Blue,2021-10-24,Canterbury
SUNNY,Saloon,Nissan,2002,Silver,2022-04-04,Counties_Manukau
SUNNY,Saloon,Nissan,1996,White,2021-10-20,Auckland City
SUNNY,Saloon,Nissan,1996,Silver,2021-10-13,Waikato
SUNNY,Saloon,Nissan,1996,Blue,2022-04-06,Waitemata
SUNNY,Saloon,Nissan,1998,White,2021-10-16,Counties_Manukau
SUNNY,Saloon,Nissan,1998,White,2022-02-11,Canterbury
TEANA,Saloon,Nissan,2005,Silver,2022-03-30,Auckland City
TEANA,Saloon,Nissan,2005,Gold,2022-03-11,Counties_Manukau
TEANA,Saloon,Nissan,2006,Gold,2022-03-24,Auckland City
TEANA,Saloon,Nissan,2008,White,2021-12-01,Counties_Manukau
TEANA,Saloon,Nissan,2006,Silver,2022-02-26,Eastern
TEANA,Saloon,Nissan,2006,Blue,2021-11-21,Canterbury
TEANA,Saloon,Nissan,2004,White,2021-11-10,Eastern
TIIDA,Saloon,Nissan,2004,Blue,2022-04-05,Counties_Manukau
TIIDA,Saloon,Nissan,2006,Silver,2022-02-16,Canterbury
TIIDA,Saloon,Nissan,2012,Silver,2022-03-05,Bay of Plenty
TIIDA,Saloon,Nissan,2007,White,2022-04-05,Waikato
TIIDA,Saloon,Nissan,2006,Silver,2022-02-18,Auckland City
TIIDA,Saloon,Nissan,2012,White,2022-03-31,Counties_Manukau
TIIDA,Saloon,Nissan,2007,White,2021-11-30,Auckland City
TIIDA,Saloon,Nissan,2011,White,2022-04-05,Counties_Manukau
TIIDA,Saloon,Nissan,2005,Red,2022-03-14,Counties_Manukau
TIIDA,Saloon,Nissan,2005,White,2022-03-31,Waikato
TIIDA,Saloon,Nissan,2006,White,2022-02-14,Waikato
TIIDA,Saloon,Nissan,2004,Gold,2022-03-09,Waikato
TIIDA,Saloon,Nissan,2006,Silver,2022-02-01,Auckland City
TIIDA,Saloon,Nissan,2005,White,2022-02-10,Canterbury
TIIDA,Saloon,Nissan,2008,Brown,2022-03-12,Waikato
TIIDA,Saloon,Nissan,2006,Silver,2022-02-06,Waikato
TIIDA,Saloon,Nissan,2007,White,2021-12-21,Eastern
TIIDA,Saloon,Nissan,2006,White,2022-02-12,Auckland City
TIIDA,Saloon,Nissan,2011,Silver,2022-02-14,Waikato
TIIDA,Saloon,Nissan,2005,Gold,2022-04-04,Waitemata
TIIDA,Saloon,Nissan,2005,Blue,2021-11-19,Auckland City
TIIDA,Saloon,Nissan,2008,Grey,2022-02-12,Waitemata
TIIDA,Saloon,Nissan,2007,Gold,2022-03-13,Auckland City
TIIDA,Saloon,Nissan,2009,Silver,2022-04-05,Auckland City
TIIDA,Saloon,Nissan,2006,White,2022-01-30,Waikato
TIIDA,Saloon,Nissan,2005,Blue,2022-04-05,Counties_Manukau
TIIDA,Saloon,Nissan,2005,Brown,2022-01-06,Northland
TIIDA,Saloon,Nissan,2009,White,2022-04-04,Bay of Plenty
TIIDA,Saloon,Nissan,2009,Silver,2022-04-04,Waitemata
TIIDA,Saloon,Nissan,2008,Silver,2022-04-03,Auckland City
TIIDA,Saloon,Nissan,2005,Blue,2022-03-19,Waikato
V3000,Saloon,Mitsubishi,1992,Blue,2021-12-15,Eastern
YARIS,Saloon,Toyota,2006,Black,2022-01-28,Wellington
ACCORD,Saloon,Honda,2007,Black,2021-11-19,Wellington
ACCORD,Saloon,Honda,2015,Silver,2022-01-23,Waikato
ACCORD,Saloon,Honda,2006,Gold,2022-02-24,Counties_Manukau
ACCORD,Saloon,Honda,2008,Grey,2022-03-10,Counties_Manukau
ACCORD,Saloon,Honda,2005,Black,2022-03-28,Auckland City
ACCORD,Saloon,Honda,2007,Silver,2021-12-01,Waikato
ACCORD,Saloon,Honda,2004,Black,2022-03-10,Bay of Plenty
ACCORD,Saloon,Honda,2001,White,2022-03-15,Counties_Manukau
ACCORD,Saloon,Honda,1998,Grey,2022-03-27,Counties_Manukau
ACCORD,Saloon,Honda,2001,Silver,2022-01-27,Central
ACCORD,Saloon,Honda,2000,Green,2022-03-18,Waitemata
ACCORD,Saloon,Honda,2008,Black,2022-01-14,Auckland City
ACCORD,Saloon,Honda,1996,Green,2022-02-03,Southern
ACCORD,Saloon,Honda,2007,Grey,2021-11-30,Waikato
ACCORD,Saloon,Honda,1999,Red,2022-02-05,Counties_Manukau
ACCORD,Saloon,Honda,1994,Green,2022-01-22,Southern
ACCORD,Saloon,Honda,2007,Blue,2022-01-12,Bay of Plenty
ACCORD,Saloon,Honda,2003,Silver,2022-02-06,Auckland City
ACCORD,Saloon,Honda,1999,Grey,2022-04-02,Central
ACCORD,Saloon,Honda,1998,White,2022-03-29,Auckland City
ACCORD,Saloon,Honda,2000,White,2022-02-28,Auckland City
ACCORD,Saloon,Honda,2012,Black,2022-03-16,Canterbury
ACCORD,Saloon,Honda,2002,Grey,2022-02-26,Auckland City
ACCORD,Saloon,Honda,1997,Blue,2022-03-08,Auckland City
ACCORD,Saloon,Honda,2003,Black,2022-02-26,Bay of Plenty
ACCORD,Saloon,Honda,2003,Grey,2022-03-27,Auckland City
ACCORD,Saloon,Honda,2005,Blue,2021-12-27,Waitemata
ACCORD,Saloon,Honda,2006,Gold,2022-03-19,Waikato
ACCORD,Saloon,Honda,1997,Grey,2022-03-16,Waitemata
ACCORD,Saloon,Honda,2004,Grey,2021-12-10,Auckland City
ACCORD,Saloon,Honda,1997,Red,2021-10-15,Southern
ACCORD,Saloon,Honda,2012,Grey,2022-04-05,Central
ACCORD,Saloon,Honda,2003,Silver,2021-10-12,Counties_Manukau
ACCORD,Saloon,Honda,2005,Silver,2022-02-22,Auckland City
ACCORD,Saloon,Honda,2006,Silver,2022-02-28,Bay of Plenty
ACCORD,Saloon,Honda,2002,Grey,2021-10-31,Northland
ACCORD,Saloon,Honda,1998,Red,2021-10-07,Northland
ACCORD,Saloon,Honda,2003,Silver,2021-11-12,Counties_Manukau
ACCORD,Saloon,Honda,2011,Grey,2021-11-09,Counties_Manukau
ACCORD,Saloon,Honda,1995,Blue,2022-01-12,Southern
ACCORD,Saloon,Honda,2001,Black,2021-11-06,Counties_Manukau
ACCORD,Saloon,Honda,2004,Silver,2022-03-01,Counties_Manukau
ALLION,Saloon,Toyota,2005,Silver,2022-03-26,Counties_Manukau
ALLION,Saloon,Toyota,2006,Silver,2022-03-27,Southern
ANGLIA,Saloon,Ford,1963,Blue,2022-02-21,Wellington
ARISTO,Saloon,Toyota,1997,Blue,2021-10-14,Canterbury
ARISTO,Saloon,Toyota,1998,Grey,2022-02-11,Central
ATENZA,Saloon,Mazda,2008,White,2022-03-21,Bay of Plenty
ATENZA,Saloon,Mazda,2007,Silver,2022-02-08,Central
ATENZA,Saloon,Mazda,2007,White,2022-03-26,Counties_Manukau
ATENZA,Saloon,Mazda,2005,Silver,2021-12-07,Eastern
ATENZA,Saloon,Mazda,2006,Silver,2022-02-19,Waikato
ATENZA,Saloon,Mazda,2002,Silver,2022-03-22,Wellington
ATENZA,Saloon,Mazda,2003,Silver,2022-03-05,Canterbury
ATENZA,Saloon,Mazda,2007,Blue,2022-04-01,Central
ATENZA,Saloon,Mazda,2008,Red,2022-02-11,Wellington
ATENZA,Saloon,Mazda,2004,Silver,2021-12-13,Counties_Manukau
ATENZA,Saloon,Mazda,2005,Black,2022-03-12,Bay of Plenty
ATENZA,Saloon,Mazda,2003,Red,2021-10-17,Waikato
ATENZA,Saloon,Mazda,2006,White,2022-03-02,Counties_Manukau
ATENZA,Saloon,Mazda,2002,Blue,2021-12-25,Central
ATENZA,Saloon,Mazda,2002,Yellow,2022-02-20,Central
ATENZA,Saloon,Mazda,2002,Grey,2022-02-15,Auckland City
ATENZA,Saloon,Mazda,2006,Silver,2021-11-11,Waikato
ATENZA,Saloon,Mazda,2002,White,2021-12-10,Waikato
ATENZA,Saloon,Mazda,2007,Silver,2022-02-13,Waitemata
ATENZA,Saloon,Mazda,2005,Black,2022-02-11,Wellington
ATENZA,Saloon,Mazda,2006,White,2021-12-06,Waikato
ATENZA,Saloon,Mazda,2005,White,2022-02-25,Wellington
ATENZA,Saloon,Mazda,2008,White,2022-03-17,Southern
ATENZA,Saloon,Mazda,2003,Silver,2022-01-15,Central
ATENZA,Saloon,Mazda,2007,Gold,2022-03-27,Eastern
ATENZA,Saloon,Mazda,2003,Silver,2021-10-08,Central
ATENZA,Saloon,Mazda,2006,Grey,2022-01-30,Wellington
ATENZA,Saloon,Mazda,2003,Silver,2022-03-09,Canterbury
ATENZA,Saloon,Mazda,2002,Blue,2022-04-01,Wellington
ATENZA,Saloon,Mazda,2003,White,2021-11-04,Wellington
ATENZA,Saloon,Mazda,2003,White,2022-02-02,Central
ATENZA,Saloon,Mazda,2006,Black,2021-11-03,Canterbury
ATENZA,Saloon,Mazda,2007,White,2022-04-04,Waikato
ATENZA,Saloon,Mazda,2006,White,2022-01-22,Central
ATENZA,Saloon,Mazda,2004,Blue,2022-02-17,Auckland City
AURION,Saloon,Toyota,2009,Silver,2022-04-02,Wellington
AURION,Saloon,Toyota,2008,Blue,2022-02-24,Canterbury
AURION,Saloon,Toyota,2007,Red,2022-01-19,Waikato
AVALON,Saloon,Toyota,2001,Red,2021-12-17,Wellington
CARINA,Saloon,Toyota,1996,Silver,2021-11-25,Bay of Plenty
CEDRIC,Saloon,Nissan,1999,White,2022-01-29,Canterbury
CEFIRO,Saloon,Nissan,1995,Brown,2022-04-03,Eastern
CEFIRO,Saloon,Nissan,1997,Silver,2022-02-02,Northland
CEFIRO,Saloon,Nissan,1995,Purple,2021-10-18,Central
CEFIRO,Saloon,Nissan,1997,Blue,2022-02-18,Central
CEFIRO,Saloon,Nissan,1995,Blue,2022-04-01,Auckland City
CEFIRO,Saloon,Nissan,1995,Green,2022-02-15,Bay of Plenty
CEFIRO,Saloon,Nissan,1995,Silver,2022-01-15,Canterbury
CERATO,Saloon,Kia,2005,Black,2022-02-04,Eastern
CHASER,Saloon,Toyota,1998,Black,2021-12-22,Central
CHASER,Saloon,Toyota,1994,Green,2022-03-29,Bay of Plenty
CLA180,Saloon,Mercedes-Benz,2014,White,2022-04-01,Counties_Manukau
CLA180,Saloon,Mercedes-Benz,2013,Purple,2022-03-12,Canterbury
COOPER,Saloon,Mini,2005,Blue,2021-12-07,Bay of Plenty
CORONA,Saloon,Toyota,1995,Green,2022-01-25,Southern
CORONA,Saloon,Toyota,2001,White,2021-10-08,Counties_Manukau
CORONA,Saloon,Toyota,1996,White,2022-03-28,Bay of Plenty
CORONA,Saloon,Toyota,1996,Blue,2022-03-06,Northland
CORONA,Saloon,Toyota,2004,Silver,2022-01-19,Canterbury
CULTUS,Saloon,Suzuki,1999,Silver,2022-03-06,Counties_Manukau
CURREN,Saloon,Toyota,1996,White,2021-11-28,Auckland City
DOMANI,Saloon,Honda,1993,Blue,2022-03-28,Eastern
FALCON,Saloon,Ford,2005,Silver,2021-12-31,Canterbury
FALCON,Saloon,Ford,2006,Grey,2021-10-07,Wellington
FALCON,Saloon,Ford,2003,Red,2021-12-02,Central
FALCON,Saloon,Ford,2010,Silver,2021-12-13,Canterbury
FALCON,Saloon,Ford,2004,Silver,2022-03-24,Counties_Manukau
FALCON,Saloon,Ford,2006,Red,2021-12-12,Bay of Plenty
FALCON,Saloon,Ford,2007,Grey,2022-01-16,Counties_Manukau
FALCON,Saloon,Ford,2003,Blue,2022-03-15,Bay of Plenty
FALCON,Saloon,Ford,2004,Green,2022-01-18,Bay of Plenty
FALCON,Saloon,Ford,2004,Silver,2021-10-19,Bay of Plenty
FALCON,Saloon,Ford,2012,Red,2021-12-11,Eastern
FALCON,Saloon,Ford,2013,Blue,2022-03-11,Northland
FALCON,Saloon,Ford,2006,Silver,2021-11-10,Bay of Plenty
FALCON,Saloon,Ford,2009,Silver,2022-02-23,Eastern
FALCON,Saloon,Ford,2006,Black,2021-12-08,Eastern
FALCON,Saloon,Ford,2006,White,2021-12-09,Bay of Plenty
FALCON,Saloon,Ford,2005,Blue,2021-11-07,Canterbury
FALCON,Saloon,Ford,1999,Black,2021-12-12,Eastern
FALCON,Saloon,Ford,2004,Silver,2021-10-26,Bay of Plenty
FALCON,Saloon,Ford,2000,White,2021-11-24,Canterbury
FALCON,Saloon,Ford,2006,Red,2022-02-01,Waikato
FALCON,Saloon,Ford,2007,Silver,2022-01-22,Canterbury
FALCON,Saloon,Ford,2002,Black,2022-03-21,Canterbury
FALCON,Saloon,Ford,1998,Green,2022-01-31,Eastern
FALCON,Saloon,Ford,2001,Grey,2021-12-27,Bay of Plenty
FALCON,Saloon,Ford,2014,White,2021-12-10,Southern
FALCON,Saloon,Ford,2006,Silver,2022-01-17,Canterbury
FALCON,Saloon,Ford,2003,Yellow,2021-12-09,Canterbury
FALCON,Saloon,Ford,2004,Blue,2021-11-10,Canterbury
FALCON,Saloon,Ford,2007,Grey,2022-01-23,Southern
FALCON,Saloon,Ford,2007,Black,2022-01-14,Southern
FALCON,Saloon,Ford,2013,Blue,2021-11-12,Eastern
FALCON,Saloon,Ford,1999,Red,2022-02-21,Bay of Plenty
FALCON,Saloon,Ford,2005,Blue,2021-12-31,Bay of Plenty
FALCON,Saloon,Ford,2001,Gold,2021-12-19,Bay of Plenty
FALCON,Saloon,Ford,2002,Green,2022-01-06,Wellington
FALCON,Saloon,Ford,2003,Red,2022-01-23,Bay of Plenty
FALCON,Saloon,Ford,2007,Grey,2021-12-03,Bay of Plenty
FALCON,Saloon,Ford,2003,Silver,2022-01-12,Northland
FALCON,Saloon,Ford,2002,Silver,2022-02-12,Canterbury
GALANT,Saloon,Mitsubishi,2003,Red,2021-12-14,Waikato
GALANT,Saloon,Mitsubishi,2006,Red,2021-10-13,Central
GALANT,Saloon,Mitsubishi,1997,Silver,2022-01-23,Waitemata
GALANT,Saloon,Mitsubishi,1997,Silver,2021-11-02,Auckland City
GALANT,Saloon,Mitsubishi,1997,Silver,2022-02-11,Counties_Manukau
GALANT,Saloon,Mitsubishi,2006,Red,2021-12-07,Auckland City
GALANT,Saloon,Mitsubishi,1999,Blue,2022-01-01,Central
GALANT,Saloon,Mitsubishi,1997,White,2021-10-15,Wellington
GALANT,Saloon,Mitsubishi,2007,Silver,2022-03-08,Waitemata
GALANT,Saloon,Mitsubishi,2007,Grey,2022-03-12,Wellington
LANCER,Saloon,Mitsubishi,1996,Silver,2022-03-18,Waikato
LANCER,Saloon,Mitsubishi,1999,White,2022-03-08,Southern
LANCER,Saloon,Mitsubishi,2001,Silver,2021-10-17,Counties_Manukau
LANCER,Saloon,Mitsubishi,1991,Silver,2022-03-02,Northland
LANCER,Saloon,Mitsubishi,1980,White,2021-11-29,Canterbury
LANCER,Saloon,Mitsubishi,2008,Red,2022-01-27,Central
LANCER,Saloon,Mitsubishi,2004,Blue,2022-02-07,Waitemata
LANCER,Saloon,Mitsubishi,2001,White,2021-11-04,Waikato
LANCER,Saloon,Mitsubishi,1998,Silver,2022-03-02,Canterbury
LANCER,Saloon,Mitsubishi,1995,Red,2021-11-28,Northland
LANCER,Saloon,Mitsubishi,2001,White,2021-11-13,Wellington
LANCER,Saloon,Mitsubishi,2000,White,2021-12-24,Auckland City
LANCER,Saloon,Mitsubishi,2003,White,2022-01-09,Counties_Manukau
LANCER,Saloon,Mitsubishi,1993,White,2021-11-11,Wellington
LANCER,Saloon,Mitsubishi,1998,Green,2022-03-30,Wellington
LANCER,Saloon,Mitsubishi,2001,Black,2022-02-16,Canterbury
LANCER,Saloon,Mitsubishi,1996,Red,2021-12-10,Auckland City
LANCER,Saloon,Mitsubishi,2000,Grey,2022-03-24,Wellington
LANCER,Saloon,Mitsubishi,2003,Silver,2022-03-20,Central
LANCER,Saloon,Mitsubishi,2006,Silver,2021-12-23,Waikato
LANCER,Saloon,Mitsubishi,1994,White,2021-12-05,Canterbury
LANCER,Saloon,Mitsubishi,1999,Silver,2021-12-12,Bay of Plenty
LANCER,Saloon,Mitsubishi,2004,White,2021-10-18,Waitemata
LANCER,Saloon,Mitsubishi,2003,White,2022-03-01,Counties_Manukau
LANCER,Saloon,Mitsubishi,1999,Blue,2022-01-24,Central
LANCER,Saloon,Mitsubishi,2000,White,2021-12-29,Waikato
LANCER,Saloon,Mitsubishi,1979,Gold,2021-11-03,Auckland City
LANCER,Saloon,Mitsubishi,2003,Silver,2022-03-28,Auckland City
LANCER,Saloon,Mitsubishi,1995,Blue,2022-02-14,Waitemata
LANCER,Saloon,Mitsubishi,2000,White,2022-03-07,Central
LANCER,Saloon,Mitsubishi,2004,Blue,2022-02-05,Auckland City
LANCER,Saloon,Mitsubishi,2000,Grey,2021-10-21,Counties_Manukau
LANCER,Saloon,Mitsubishi,2004,Blue,2021-11-19,Waikato
LANTIS,Saloon,Mazda,1993,Blue,2022-02-14,Waikato
LAUREL,Saloon,Nissan,1998,White,2022-03-09,Waitemata
LAUREL,Saloon,Nissan,1991,Black,2021-10-18,Canterbury
LAUREL,Saloon,Nissan,1998,Silver,2021-11-02,Waikato
LAUREL,Saloon,Nissan,1997,Grey,2022-02-28,Auckland City
LEGACY,Saloon,Subaru,1998,Black,2022-01-20,Central
LEGACY,Saloon,Subaru,2001,Silver,2022-03-21,Northland
LEGACY,Saloon,Subaru,2007,Grey,2022-04-03,Auckland City
LEGACY,Saloon,Subaru,2005,Black,2022-01-07,Counties_Manukau
LEGACY,Saloon,Subaru,2005,Black,2022-04-04,Counties_Manukau
LEGACY,Saloon,Subaru,2009,Black,2022-03-25,Tasman
LEGACY,Saloon,Subaru,2006,Grey,2022-01-23,Counties_Manukau
LEGACY,Saloon,Subaru,2006,White,2022-03-11,Canterbury
LEGACY,Saloon,Subaru,1996,White,2022-02-12,Bay of Plenty
LEGACY,Saloon,Subaru,1999,Silver,2022-01-10,Wellington
LEGACY,Saloon,Subaru,2003,Blue,2021-12-17,Wellington
LEGACY,Saloon,Subaru,2009,Black,2022-03-18,Auckland City
LEGACY,Saloon,Subaru,2002,Blue,2022-01-02,Canterbury
LEGACY,Saloon,Subaru,2002,Silver,2022-01-28,Wellington
LEGACY,Saloon,Subaru,2007,Blue,2021-11-25,Waitemata
LEGACY,Saloon,Subaru,2001,Silver,2021-12-06,Canterbury
LEGACY,Saloon,Subaru,1999,Black,2021-12-05,Southern
LEGACY,Saloon,Subaru,2001,Silver,2021-12-14,Canterbury
LEGACY,Saloon,Subaru,2006,Blue,2022-01-20,Canterbury
LEGACY,Saloon,Subaru,2000,White,2021-11-03,Waitemata
LEGACY,Saloon,Subaru,2002,Grey,2021-12-26,Central
LEGACY,Saloon,Subaru,1999,Purple,2021-12-28,Central
LEGACY,Saloon,Subaru,2010,Black,2021-12-11,Eastern
LEGACY,Saloon,Subaru,2000,Blue,2021-12-10,Central
LEGACY,Saloon,Subaru,2004,Blue,2021-12-17,Counties_Manukau
LEGACY,Saloon,Subaru,2000,Black,2022-02-19,Bay of Plenty
LEGACY,Saloon,Subaru,2009,White,2022-01-28,Canterbury
LEGACY,Saloon,Subaru,2008,Blue,2022-03-30,Waitemata
LEGACY,Saloon,Subaru,2009,Silver,2022-01-12,Bay of Plenty
LEGACY,Saloon,Subaru,1999,Blue,2021-12-20,Wellington
LEGACY,Saloon,Subaru,2003,Red,2022-01-27,Bay of Plenty
LEGACY,Saloon,Subaru,2010,Black,2021-12-12,Northland
LEGACY,Saloon,Subaru,2002,Blue,2022-02-14,Wellington
LEGACY,Saloon,Subaru,2000,Black,2022-03-07,Wellington
LUCINO,Saloon,Nissan,1995,Grey,2022-02-28,Waikato
MAXIMA,Saloon,Nissan,2003,Green,2022-04-04,Central
MAXIMA,Saloon,Nissan,2001,Red,2022-03-22,Bay of Plenty
MAXIMA,Saloon,Nissan,1997,Green,2022-02-02,Bay of Plenty
MAXIMA,Saloon,Nissan,1997,Green,2022-03-16,Central
MAXIMA,Saloon,Nissan,2000,Green,2022-02-01,Eastern
MAXIMA,Saloon,Nissan,2004,Black,2022-03-25,Waitemata
MAXIMA,Saloon,Nissan,1997,Red,2021-11-05,Central
MAXIMA,Saloon,Nissan,2004,Black,2021-10-16,Bay of Plenty
MAXIMA,Saloon,Nissan,1996,Red,2021-11-16,Waitemata
MAXIMA,Saloon,Nissan,2004,Silver,2022-02-22,Northland
MAXIMA,Saloon,Nissan,1998,Blue,2021-11-16,Waikato
MAXIMA,Saloon,Nissan,1996,Blue,2021-11-02,Canterbury
MAZDA6,Saloon,Mazda,2004,Silver,2022-01-05,Auckland City
MAZDA6,Saloon,Mazda,2003,Blue,2022-04-01,Counties_Manukau
MAZDA6,Saloon,Mazda,2006,Silver,2022-01-17,Waitemata
MAZDA6,Saloon,Mazda,2005,Silver,2022-01-31,Northland
MIRAGE,Saloon,Mitsubishi,1996,Silver,2022-01-01,Auckland City
MIRAGE,Saloon,Mitsubishi,1996,Red,2022-03-01,Northland
MIRAGE,Saloon,Mitsubishi,1996,Silver,2021-12-16,Southern
MONARO,Saloon,Holden,1978,Orange,2021-12-22,Central
MONDEO,Saloon,Ford,2004,Blue,2021-10-29,Counties_Manukau
MONDEO,Saloon,Ford,2006,Silver,2022-03-20,Counties_Manukau
MONDEO,Saloon,Ford,2004,Gold,2022-01-24,Central
MONDEO,Saloon,Ford,2005,Silver,2022-03-30,Wellington
MONDEO,Saloon,Ford,2004,Silver,2022-02-21,Northland
MONDEO,Saloon,Ford,2003,Silver,2022-03-29,Waitemata
MONDEO,Saloon,Ford,2001,Gold,2021-12-03,Southern
PASSAT,Saloon,Volkswagen,2000,Blue,2021-12-16,Waikato
PASSAT,Saloon,Volkswagen,2004,Blue,2021-10-21,Southern
PASSAT,Saloon,Volkswagen,2006,White,2022-03-26,Auckland City
PULSAR,Saloon,Nissan,1996,Silver,2022-02-05,Waikato
PULSAR,Saloon,Nissan,1996,Grey,2021-10-18,Central
PULSAR,Saloon,Nissan,1999,Silver,2022-03-15,Waikato
PULSAR,Saloon,Nissan,1995,Silver,2021-12-13,Wellington
PULSAR,Saloon,Nissan,1995,Blue,2022-03-23,Central
PULSAR,Saloon,Nissan,1996,Grey,2021-11-25,Eastern
PULSAR,Saloon,Nissan,1996,Green,2021-11-04,Eastern
PULSAR,Saloon,Nissan,1998,Silver,2021-12-09,Canterbury
PULSAR,Saloon,Nissan,1995,Silver,2021-10-30,Waikato
PULSAR,Saloon,Nissan,1996,Grey,2022-03-31,Counties_Manukau
PULSAR,Saloon,Nissan,1998,Silver,2021-10-14,Waikato
PULSAR,Saloon,Nissan,1997,White,2022-03-07,Eastern
SENTIA,Saloon,Mazda,1991,Green,2021-10-26,Southern
SENTRA,Saloon,Nissan,1997,Red,2021-11-24,Canterbury
SENTRA,Saloon,Nissan,1993,Black,2021-12-31,Counties_Manukau
SENTRA,Saloon,Nissan,1990,Silver,2021-10-18,Central
SONATA,Saloon,Hyundai,2006,Black,2021-11-29,Canterbury
TORNEO,Saloon,Honda,2000,Black,2022-03-07,Counties_Manukau
TORNEO,Saloon,Honda,1997,Blue,2022-01-24,Canterbury
TORNEO,Saloon,Honda,2000,Silver,2022-04-02,Central
TORNEO,Saloon,Honda,2001,Blue,2021-11-24,Counties_Manukau
TORNEO,Saloon,Honda,2001,Grey,2022-04-04,Wellington
TORNEO,Saloon,Honda,1997,White,2022-02-01,Counties_Manukau
TORNEO,Saloon,Honda,1998,Silver,2022-01-23,Auckland City
TORNEO,Saloon,Honda,1999,Blue,2021-11-30,Waitemata
TORNEO,Saloon,Honda,2002,Silver,2021-10-30,Southern
TORNEO,Saloon,Honda,1998,Blue,2022-01-15,Eastern
TORNEO,Saloon,Honda,2000,Silver,2021-11-01,Wellington
TORNEO,Saloon,Honda,1998,Blue,2022-03-26,Counties_Manukau
TRUENO,Saloon,Toyota,1996,Blue,2022-01-19,Southern
